,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue ID,Venue Rating,Venue Likes
191,Park West,25.785,-80.193,Capital Cafe,25.781473645638744,-80.18953617002343,Restaurant,4eccb7fe0e61150350c0f6d1,0.0,1
192,Park West,25.785,-80.193,Latin America Restaurant,25.781543,-80.189964,Restaurant,4eccb947722eff7ffe963594,0.0,0
193,Park West,25.785,-80.193,deliview,25.782927946727096,-80.19418920070218,Deli / Bodega,4f0f7408e4b08368e41b490e,0.0,0
194,Park West,25.785,-80.193,Libar Steakhouse,25.783308869661383,-80.18946533738507,Steakhouse,55d90dfd498e62d1408ac152,0.0,2
195,Park West,25.785,-80.193,Late Night Nibbles,25.781698,-80.190121,Restaurant,4eccb8dbbe7bdfb2871449a1,0.0,0
196,Park West,25.785,-80.193,AAA Cafe,25.781197,-80.189873,Restaurant,4eccb841490144fb1f53fd42,0.0,0
197,Park West,25.785,-80.193,Sushi Sake,25.7834355,-80.190181,Sushi Restaurant,4be96e5f9a54a593b70b0b11,7.4,62
198,Wynwood,25.804,-80.199,The Butcher Shop,25.799301414079167,-80.19812493102397,Beer Garden,50843017e4b05249663259ea,8.6,396
199,Wynwood,25.804,-80.199,Bakan Wynwood,25.802961785951943,-80.19907884247485,Mexican Restaurant,5c1303c79e3b65002c423182,8.9,60
200,Wynwood,25.804,-80.199,Le Chick,25.79991353666222,-80.20041773228617,Restaurant,5aa082ca054e29161f73a734,9.2,57
201,Wynwood,25.804,-80.199,Jibarito Food Market,25.806959792008097,-80.19929416602784,Deli / Bodega,4d960516942ba09380e5488c,0.0,0
202,Wynwood,25.804,-80.199,R House Wynwood,25.802761398036452,-80.19902975694846,Restaurant,52acf9f711d2878b5dcec5ac,7.7,159
203,Wynwood,25.804,-80.199,Uchi Miami,25.800523,-80.199893,Asian Restaurant,5ff1cd7dc139a424e548b084,8.7,9
204,Wynwood,25.804,-80.199,Pastificio Propaganda,25.800957,-80.196861,Italian Restaurant,5f2a0b0a3d8e6268b313b98a,0.0,0
205,Wynwood,25.804,-80.199,Grails Sports Bar,25.803154,-80.195226,Sports Bar,5d7ea853b4fc9c00085f34f3,0.0,2
206,Wynwood,25.804,-80.199,Pizza & Beer,25.799016,-80.198024,Beer Garden,605953660f84095451105d6f,0.0,0
207,Wynwood,25.804,-80.199,La Tiendita Taqueria,25.800667,-80.199652,Taco Place,5f215fc9a6c5556fd3c092c7,0.0,2
208,Wynwood,25.804,-80.199,Momosan Ramen & Sake,25.801571902529236,-80.20216539502144,Ramen Restaurant,5fdb9eef96054d3937af5390,0.0,2
209,Wynwood,25.804,-80.199,Rodilla,25.802082,-80.201025,Sandwich Place,5d4edef763755d0008fb7f2b,0.0,3
210,Wynwood,25.804,-80.199,La Sandwicherie,25.799330587743754,-80.19841467969883,Sandwich Place,5dab728ffb0664000866764d,7.5,8
211,Wynwood,25.804,-80.199,MAYAMI Mexicantina,25.79963762305617,-80.19772365689278,Mexican Restaurant,5f8f27c0f0d2f46905fb230d,0.0,0
212,Wynwood,25.804,-80.199,Doya,25.800196,-80.201351,Mediterranean Restaurant,6059528b86572e11c7593f3b,0.0,0
213,Wynwood,25.804,-80.199,Manta,25.800535,-80.19692,Peruvian Restaurant,6096e3c31b092129fafd35c7,0.0,0
214,Wynwood,25.804,-80.199,Shawarma Stackz,25.800024,-80.199717,Shawarma Place,5f134f120edd6e2eae06f909,0.0,0
215,Wynwood,25.804,-80.199,Pilo’s Tequila Garden,25.799644,-80.19814,Taco Place,603305aee7ce9d173d15b1a1,0.0,0
216,Wynwood,25.804,-80.199,Organic Food Kings,25.807144,-80.195542,Vegetarian / Vegan Restaurant,5f593f0765f5f93e830d8d24,0.0,0
217,Wynwood,25.804,-80.199,Wayku,25.801649176459136,-80.19653409719467,South American Restaurant,5ff2211a9155e636daf99aa6,0.0,1
218,Wynwood,25.804,-80.199,Wynwood Food Truck Meetup,25.798998262802613,-80.19983352018137,Food Truck,4d323aa5c6cba35dfd481f7a,9.3,64
219,Wynwood,25.804,-80.199,Dukunoo Jamaican Kitchen,25.799991,-80.200576,Caribbean Restaurant,5d87ec8ac165fb0008cd0df5,0.0,1
220,Wynwood,25.804,-80.199,Love Life Cafe,25.80145356707279,-80.20338896274627,Vegetarian / Vegan Restaurant,5b0dbd3b237dee002c0ad551,8.8,20
221,Wynwood,25.804,-80.199,Crudos Fusion Art,25.800015,-80.200024,Asian Restaurant,5a88cfec6cf01a16a0365ee8,7.8,13
222,Wynwood,25.804,-80.199,Wynwood 5th Ave,25.8005127,-80.2028067,Peruvian Restaurant,5a4690b3d1a402449e017e4e,0.0,4
223,Wynwood,25.804,-80.199,Bubba Tea n Smoothies,25.8021077,-80.1949533,Juice Bar,5ade2634531593044c0c898f,0.0,1
224,Wynwood,25.804,-80.199,Ooh Raw,25.799382,-80.196071,Poke Place,5bddcf3558002c002cb0f7e6,0.0,4
225,Wynwood,25.804,-80.199,Doma,25.801893,-80.19416,Restaurant,5c000e0a916bc1002cbf21f9,8.3,13
226,Wynwood,25.804,-80.199,The Salty Donut,25.799339677389757,-80.19613140816351,Donut Shop,5661f303498e2a648440a4ec,9.3,318
227,Wynwood,25.804,-80.199,The Taco Stand,25.800796579437097,-80.20133232429018,Taco Place,5a99e0382db4a965fca20bc1,9.1,52
228,Wynwood,25.804,-80.199,JOE & THE JUICE,25.799463208381557,-80.19894584203625,Juice Bar,5a7061a767e5f249753792e0,7.4,7
229,Wynwood,25.804,-80.199,J Wakefield Brewing,25.79951567,-80.19751224,Brewery,53c6bd5e498ec4265540a455,9.1,216
230,Wynwood,25.804,-80.199,1-800-Lucky,25.799374866391805,-80.19790735849357,Asian Restaurant,5a1f4b4a065ef5087930aa51,8.6,110
231,Wynwood,25.804,-80.199,KYU,25.800933184715042,-80.20020318819839,Asian Restaurant,56a93d4d498e2efdf0de09e5,9.3,343
232,Wynwood,25.804,-80.199,Coyo Taco,25.799804247221395,-80.19925695089599,Mexican Restaurant,5494ce37498e6cfc150d8730,9.1,565
233,Wynwood,25.804,-80.199,Joey's,25.8009174,-80.1992533,Italian Restaurant,4aa0563ff964a5202e3f20e3,7.7,121
234,Wynwood,25.804,-80.199,Beaker & Gray,25.80243651435999,-80.19490145332381,New American Restaurant,55b005e6498e560b47a36888,8.6,164
235,Wynwood,25.804,-80.199,Fireman Derek's Bake Shop & Cafe,25.80344984768157,-80.19516161522809,Dessert Shop,4e2d9f677d8b7deda6e6e6e7,8.6,92
236,Wynwood,25.804,-80.199,SuViche Wynwood,25.80312385601688,-80.19487912516593,Peruvian Restaurant,5282cede498e582c7b4cd841,8.3,233
237,Wynwood,25.804,-80.199,Morgan's Restaurant,25.803854926837595,-80.19444317642369,Breakfast Spot,4b608fe3f964a520cded29e3,8.3,370
238,Wynwood,25.804,-80.199,No. 3 Social,25.799692342981206,-80.19611020244388,Restaurant,59fae0732632ec57b1f2b1cb,8.0,41
